Subject,Description,Service,Impact,Status
VPC Peering connection EXT-5013 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-5013 dropped packets detected. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-5013. User IP: 135.80.112.146,infrastructure,Critical,in_progress
EFS mount failure on instance EXT-6926,Batch imported ticket for EFS mount failure on instance EXT-6926. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-6926. User IP: 222.155.241.95,storage,Medium,resolved
VPN tunnel EXT-5420 status changed to Down,Batch imported ticket for VPN tunnel EXT-5420 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-5420. User IP: 64.213.241.80,network,High,resolved
Postgres slow query optimization needed for EXT-8139,Batch imported ticket for Postgres slow query optimization needed for EXT-8139. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-8139. User IP: 7.105.135.32,database,High,resolved
Server cluster EXT-3981 high CPU usage warning,Batch imported ticket for Server cluster EXT-3981 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-3981. User IP: 228.163.13.174,infrastructure,High,resolved
Wireless AP EXT-8443 offline in South Wing,Batch imported ticket for Wireless AP EXT-8443 offline in South Wing. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-8443. User IP: 145.50.245.255,network,Medium,resolved
Password reset requested for executive account EXT-2082,Batch imported ticket for Password reset requested for executive account EXT-2082. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-2082. User IP: 172.104.75.69,access,Medium,open
Role-based access change request for team EXT-1591,Batch imported ticket for Role-based access change request for team EXT-1591. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-1591. User IP: 235.237.193.75,access,High,open
Load Balancer EXT-5141 health check failures in Region-B,Batch imported ticket for Load Balancer EXT-5141 health check failures in Region-B. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-5141. User IP: 85.87.71.246,infrastructure,Low,open
API Latency increased for /v1/products/list - EXT-8803,Batch imported ticket for API Latency increased for /v1/products/list - EXT-8803. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-8803. User IP: 57.241.242.20,application,Medium,open
User session timeout issue on mobile app version EXT-4626,Batch imported ticket for User session timeout issue on mobile app version EXT-4626. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-4626. User IP: 200.227.118.120,application,Medium,open
VPN tunnel EXT-6086 status changed to Down,Batch imported ticket for VPN tunnel EXT-6086 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-6086. User IP: 47.128.156.165,network,Critical,in_progress
API Latency increased for /v1/products/list - EXT-2203,Batch imported ticket for API Latency increased for /v1/products/list - EXT-2203. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-2203. User IP: 251.138.55.205,application,Medium,in_progress
DNS resolution failure for internal host EXT-5255,Batch imported ticket for DNS resolution failure for internal host EXT-5255. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-5255. User IP: 182.33.87.37,network,Low,resolved
VPN tunnel EXT-2523 status changed to Down,Batch imported ticket for VPN tunnel EXT-2523 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-2523. User IP: 99.254.24.38,network,Medium,in_progress
Payment gateway 500 status on /checkout/EXT-8546,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-8546. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-8546. User IP: 86.109.88.113,application,Medium,open
VPC Peering connection EXT-3622 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-3622 dropped packets detected. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-3622. User IP: 63.96.231.17,infrastructure,Low,in_progress
Load Balancer EXT-7378 health check failures in Region-B,Batch imported ticket for Load Balancer EXT-7378 health check failures in Region-B. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-7378. User IP: 36.146.202.22,infrastructure,Medium,resolved
DNS resolution failure for internal host EXT-9114,Batch imported ticket for DNS resolution failure for internal host EXT-9114. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-9114. User IP: 30.222.53.179,network,Medium,in_progress
User session timeout issue on mobile app version EXT-7968,Batch imported ticket for User session timeout issue on mobile app version EXT-7968. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-7968. User IP: 45.183.241.100,application,Low,open
Credential stuffing attempt blocked on IP range EXT-3300.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-3300.0.0/16. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-3300. User IP: 192.41.216.251,security,High,resolved
Role-based access change request for team EXT-8052,Batch imported ticket for Role-based access change request for team EXT-8052. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-8052. User IP: 149.132.162.214,access,Medium,in_progress
Load Balancer EXT-4597 health check failures in Region-B,Batch imported ticket for Load Balancer EXT-4597 health check failures in Region-B. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-4597. User IP: 176.208.49.147,infrastructure,Critical,in_progress
Unauthorized S3 bucket policy modification on EXT-5591,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-5591. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-5591. User IP: 253.12.50.95,security,Low,resolved
Unauthorized S3 bucket policy modification on EXT-3411,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-3411. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-3411. User IP: 173.140.38.158,security,Medium,in_progress
Wireless AP EXT-6831 offline in South Wing,Batch imported ticket for Wireless AP EXT-6831 offline in South Wing. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-6831. User IP: 236.46.68.153,network,High,resolved
